track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_album_release_year
0.62,2,6,0.744,0.925,0.09,0.89,1,0.0558,0.0394,0.0,0.295,0.7,0.52,2019
0.4,2,6,0.584,0.928,0.09,0.84,0,0.032,0.0261,0.06,0.161,0.065,0.54,2019
0.4,2,6,0.708,0.588,0.45,0.84,0,0.0933,0.206,0.0,0.106,0.262,0.5,2019
0.51,2,6,0.591,0.959,0.36,0.86,0,0.215,0.00583,0.63,0.428,0.346,0.53,2019
0.58,2,6,0.576,0.977,0.45,0.91,0,0.0392,0.000452,0.0,0.163,0.235,0.53,2019
0.48,2,6,0.712,0.806,0.0,0.89,1,0.252,0.00765,0.0,0.146,0.64,0.53,2020
0.5,2,6,0.616,0.848,0.55,0.91,1,0.113,0.028,0.0,0.158,0.33,0.53,2019
0.44,2,6,0.733,0.962,0.64,0.92,1,0.194,0.00288,0.05,0.0397,0.484,0.53,2019
0.24,2,6,0.639,0.717,0.0,0.86,1,0.18,0.00136,0.04,0.523,0.272,0.53,2014
0.56,2,6,0.64,0.946,1.0,0.92,0,0.0879,0.336,0.39,0.0754,0.374,0.53,2019
0.6,2,6,0.873,0.924,0.91,0.93,1,0.0675,0.00515,0.37,0.0997,0.537,0.53,2019
0.84,2,6,0.795,0.885,0.73,0.89,1,0.0713,0.0375,0.01,0.292,0.46,0.53,2019
0.23,2,6,0.67,0.801,0.18,0.88,1,0.0346,0.00125,0.27,0.238,0.202,0.51,2018
0.7,2,6,0.916,0.411,0.55,0.82,1,0.0657,0.159,0.0,0.0989,0.407,0.53,2019
0.37,2,6,0.616,0.695,0.82,0.81,0,0.0397,0.121,0.02,0.0311,0.189,0.53,2019
0.7,2,6,0.572,0.934,0.55,0.87,0,0.0446,0.00292,0.02,0.105,0.204,0.53,2019
0.1,2,6,0.671,0.886,0.45,0.85,0,0.029,0.0217,0.0,0.318,0.769,0.52,2019
0.5,2,6,0.561,0.913,0.64,0.86,0,0.0318,0.00987,0.0,0.179,0.277,0.52,2019
0.45,2,6,0.691,0.628,0.91,0.78,0,0.0661,0.0419,0.0,0.136,0.637,0.53,2019
0.72,2,6,0.687,0.887,0.64,0.87,1,0.0564,0.00438,0.01,0.172,0.345,0.52,2019
0.63,2,6,0.752,0.84,0.55,0.88,0,0.0373,0.00486,0.01,0.0916,0.461,0.52,2019
0.47,2,6,0.738,0.54,0.55,0.78,0,0.0515,0.0976,0.0,0.083,0.665,0.43,2019
0.54,2,6,0.504,0.74,0.91,0.85,1,0.0806,0.0726,0.0,0.137,0.186,0.52,2019
0.75,2,6,0.717,0.716,0.27,0.86,0,0.0432,0.0421,0.0,0.0699,0.206,0.52,2019
0.72,2,6,0.587,0.92,0.0,0.88,0,0.0914,0.0936,0.07,0.185,0.35,0.53,2019
0.67,2,6,0.825,0.841,0.0,0.84,1,0.135,0.0906,0.0,0.258,0.616,0.53,2019
0.21,2,6,0.664,0.475,0.09,0.78,0,0.033,0.16,0.01,0.0871,0.322,0.51,2019
0.62,2,6,0.709,0.814,0.73,0.89,1,0.0466,0.106,0.0,0.267,0.477,0.53,2019
0.71,2,6,0.333,0.985,0.45,0.92,0,0.0563,0.0326,0.77,0.226,0.393,0.56,2019
0.64,2,6,0.685,0.807,0.09,0.87,1,0.0459,0.00231,0.01,0.0678,0.149,0.58,2019
0.83,2,6,0.745,0.972,0.64,0.9,1,0.0774,0.00903,0.47,0.297,0.556,0.53,2018
0.28,2,6,0.619,0.737,0.45,0.89,0,0.0435,0.00852,0.0,0.46,0.385,0.52,2019
0.41,2,6,0.498,0.549,0.55,0.76,1,0.0359,0.00901,0.0,0.735,0.0836,0.48,2020
0.09,2,6,0.698,0.844,0.64,0.88,0,0.067,0.0577,0.0,0.105,0.446,0.53,2011
0.02,2,6,0.689,0.737,0.82,0.88,1,0.0268,0.00482,0.0,0.0777,0.47,0.58,2010
0.76,2,6,0.688,0.702,0.64,0.88,0,0.0499,0.0215,0.0,0.128,0.74,0.39,2015
0.77,2,6,0.574,0.512,0.45,0.84,0,0.0503,0.234,0.0,0.0946,0.512,0.32,2013
0.13,2,6,0.512,0.803,0.18,0.87,1,0.0531,0.00362,0.0,0.116,0.591,0.52,2013
0.55,2,6,0.709,0.797,0.73,0.87,1,0.316,0.212,0.0,0.0885,0.678,0.42,2019
0.45,2,6,0.884,0.266,0.82,0.73,1,0.0768,0.745,0.04,0.105,0.0466,0.5,2020
0.53,2,6,0.793,0.645,0.18,0.77,0,0.0443,0.531,0.0,0.1,0.365,0.48,2019
0.21,2,6,0.786,0.612,0.73,0.87,1,0.217,0.76,0.0,0.111,0.513,0.35,2019
0.68,2,6,0.909,0.392,0.55,0.85,0,0.0652,0.278,0.0,0.106,0.61,0.53,2019
0.48,2,6,0.523,0.507,0.09,0.76,1,0.309,0.171,0.0,0.0413,0.316,0.41,2019
0.58,2,6,0.689,0.508,0.45,0.86,1,0.0436,0.303,0.0,0.0922,0.417,0.63,2019
0.47,2,6,0.808,0.863,0.45,0.88,0,0.0744,0.228,0.0,0.156,0.672,0.58,2020
0.64,2,6,0.863,0.645,0.27,0.76,0,0.484,0.523,0.0,0.186,0.763,0.58,2019
0.67,2,6,0.9,0.482,1.0,0.79,0,0.421,0.201,0.0,0.106,0.68,0.53,2020
0.55,2,6,0.874,0.496,0.45,0.86,0,0.154,0.0498,0.0,0.294,0.129,0.61,2019
0.57,2,6,0.84,0.83,1.0,0.87,0,0.148,0.0313,0.06,0.073,0.695,0.52,2019
0.24,2,6,0.913,0.719,0.09,0.9,1,0.21,0.545,0.0,0.132,0.448,0.42,2020
0.52,2,6,0.699,0.609,0.09,0.8,0,0.0479,0.0126,0.0,0.0332,0.545,0.4,2019
0.37,2,6,0.635,0.597,0.0,0.8,0,0.0538,0.0275,0.03,0.097,0.889,0.27,2019
0.36,2,6,0.798,0.735,0.82,0.83,1,0.0724,0.00534,0.0,0.118,0.0465,0.5,2019
0.52,2,6,0.677,0.389,0.64,0.78,1,0.117,0.345,0.0,0.0893,0.507,0.42,2019
0.46,2,6,0.323,0.443,1.0,0.81,0,0.0372,0.833,0.0,0.0923,0.17,0.34,2019
0.39,2,6,0.658,0.558,0.45,0.81,0,0.322,0.258,0.0,0.116,0.3,0.64,2019
0.56,2,6,0.696,0.404,0.64,0.75,0,0.0417,0.155,0.01,0.228,0.116,0.5,2019
0.38,2,6,0.798,0.553,0.0,0.81,1,0.237,0.118,0.0,0.112,0.597,0.39,2019
0.52,2,6,0.736,0.551,0.73,0.83,1,0.0401,0.0297,0.0,0.19,0.66,0.45,2019
0.67,2,6,0.753,0.538,0.91,0.75,1,0.31,0.2,0.0,0.153,0.607,0.35,2019
0.41,2,6,0.719,0.733,1.0,0.79,0,0.119,0.0129,0.0,0.106,0.51,0.43,2019
0.45,2,6,0.669,0.781,0.55,0.88,0,0.0357,0.0134,0.0,0.174,0.231,0.53,2019
0.55,2,6,0.813,0.682,0.91,0.87,0,0.493,0.708,0.0,0.127,0.599,0.56,2019
0.42,2,6,0.842,0.545,0.0,0.84,0,0.231,0.505,0.0,0.183,0.442,0.38,2019
0.49,2,6,0.691,0.573,0.82,0.84,1,0.332,0.203,0.0,0.123,0.574,0.64,2019
0.45,2,6,0.618,0.819,0.73,0.93,0,0.239,0.291,0.0,0.0744,0.529,0.66,2019
0.43,2,6,0.502,0.736,0.82,0.8,1,0.385,0.00617,0.0,0.158,0.393,0.74,2019
0.51,2,6,0.831,0.711,0.45,0.88,1,0.071,0.187,0.0,0.0954,0.597,0.47,2019
0.65,2,6,0.82,0.65,0.45,0.85,0,0.426,0.0182,0.0,0.115,0.363,0.65,2019
0.46,2,6,0.83,0.791,0.45,0.83,1,0.362,0.136,0.0,0.116,0.964,0.44,2019
0.4,2,6,0.653,0.491,0.91,0.8,0,0.44,0.0108,0.0,0.164,0.244,0.67,2019
0.48,2,6,0.74,0.388,0.55,0.75,0,0.057,0.432,0.0,0.0885,0.66,0.32,2019
0.51,2,6,0.765,0.657,0.73,0.87,0,0.0401,0.0102,0.0,0.194,0.763,0.49,2019
0.42,2,6,0.709,0.582,0.0,0.83,1,0.0477,0.578,0.0,0.105,0.108,0.45,2019
0.48,2,6,0.694,0.658,0.64,0.79,1,0.029,0.364,0.0,0.3,0.584,0.58,2019
0.81,2,6,0.757,0.673,0.09,0.8,1,0.141,0.095,0.0,0.338,0.574,0.39,2019
0.44,2,6,0.917,0.494,0.09,0.85,1,0.085,0.0393,0.0,0.194,0.341,0.6,2019
0.47,2,6,0.702,0.742,1.0,0.86,0,0.119,0.0286,0.0,0.33,0.808,0.65,2019
0.44,2,6,0.704,0.672,0.45,0.82,0,0.127,0.443,0.0,0.106,0.678,0.39,2019
0.57,2,6,0.788,0.559,0.09,0.87,0,0.259,0.507,0.0,0.0992,0.143,0.62,2019
0.47,2,6,0.74,0.888,0.09,0.89,1,0.16,0.314,0.0,0.0839,0.23,0.52,2019
0.41,2,6,0.581,0.604,0.55,0.8,0,0.101,0.00414,0.0,0.11,0.15,0.7,2019
0.45,2,6,0.952,0.846,0.36,0.85,0,0.247,0.0515,0.0,0.317,0.597,0.49,2019
0.52,2,6,0.661,0.943,0.36,0.92,0,0.0392,0.0188,0.0,0.272,0.71,0.54,2019
0.52,2,6,0.655,0.899,1.0,0.93,0,0.0372,0.00273,0.0,0.34,0.707,0.53,2019
0.56,2,6,0.678,0.355,1.0,0.76,0,0.0354,0.676,0.17,0.0912,0.158,0.34,2019
0.43,2,6,0.726,0.698,0.45,0.89,1,0.0431,0.049,0.0,0.309,0.867,0.6,2012
0.49,2,6,0.572,0.802,0.45,0.87,0,0.0412,0.0125,0.0,0.135,0.555,0.73,2019
0.5,2,6,0.754,0.652,1.0,0.87,0,0.0308,0.174,0.0,0.113,0.474,0.4,2019
0.07,2,6,0.42,0.435,0.0,0.84,1,0.0396,0.573,0.0,0.11,0.165,0.35,2014
0.45,2,6,0.52,0.789,0.0,0.81,1,0.0432,0.00491,0.0,0.0816,0.415,0.73,2019
0.82,2,6,0.612,0.28,0.0,0.79,1,0.0434,0.932,0.0,0.088,0.387,0.3,2012
0.65,2,6,0.597,0.919,0.64,0.91,1,0.044,0.000145,0.0,0.282,0.73,0.48,2012
0.45,2,6,0.669,0.8,0.27,0.86,1,0.117,0.358,0.0,0.241,0.179,0.44,2019
0.51,2,6,0.672,0.628,0.55,0.82,1,0.0856,0.192,0.59,0.333,0.159,0.25,2019
0.48,2,6,0.604,0.851,0.91,0.82,0,0.0405,0.00136,0.0,0.167,0.144,0.53,2019
0.72,2,6,0.766,0.682,0.09,0.87,1,0.0419,0.0113,0.0,0.104,0.833,0.53,2010
0.37,2,6,0.81,0.652,0.73,0.75,1,0.186,0.0943,0.0,0.105,0.607,0.67,2019
0.01,2,6,0.705,0.494,0.64,0.79,1,0.0398,0.233,0.0,0.0825,0.287,0.47,2010
0.11,2,6,0.818,0.732,0.09,0.88,0,0.0334,0.0335,0.0,0.19,0.679,0.5,2009
0.11,2,6,0.56,0.959,0.64,0.93,1,0.102,0.000738,0.0,0.209,0.67,0.68,2007
0.35,2,6,0.776,0.592,0.73,0.82,0,0.0765,0.191,0.47,0.138,0.43,0.51,2019
0.18,2,6,0.689,0.481,0.91,0.82,1,0.0815,0.369,0.0,0.0649,0.283,0.33,2015
0.43,2,6,0.677,0.879,1.0,0.88,1,0.0426,0.0184,0.0,0.0768,0.725,0.47,2019
0.38,2,6,0.875,0.631,0.09,0.9,1,0.099,0.00542,0.0,0.127,0.549,0.5,2005
0.68,2,6,0.792,0.625,0.09,0.86,1,0.0536,0.00776,0.0,0.329,0.37,0.43,2016
0.67,2,6,0.608,0.614,0.18,0.9,1,0.0285,0.227,0.0,0.157,0.402,0.53,2012
0.71,2,6,0.61,0.926,0.73,0.87,0,0.0479,0.031,0.0,0.0821,0.861,0.72,2000
0.79,2,6,0.671,0.939,0.73,0.91,1,0.161,0.192,0.0,0.298,0.529,0.54,2011
0.49,2,6,0.775,0.68,0.0,0.86,0,0.0629,0.00906,0.0,0.109,0.656,0.48,2015
0.51,2,6,0.638,0.832,0.73,0.87,1,0.049,0.141,0.0,0.113,0.648,0.52,2010
0.43,2,6,0.668,0.758,1.0,0.78,0,0.0823,0.121,0.63,0.332,0.0594,0.48,2019
0.01,2,6,0.814,0.788,1.0,0.85,0,0.113,0.0285,0.0,0.0691,0.46,0.51,2018
0.53,2,6,0.854,0.505,0.64,0.82,1,0.0494,0.0036,0.0,0.0687,0.872,0.5,2013
0.47,2,6,0.701,0.942,0.45,0.93,1,0.241,0.159,0.0,0.113,0.57,0.52,2018
0.01,2,6,0.624,0.657,0.45,0.82,0,0.134,0.0419,0.0,0.22,0.452,0.44,2018
0.42,2,6,0.849,0.812,0.36,0.88,1,0.0746,0.111,0.0,0.0946,0.795,0.5,2008
0.02,2,6,0.814,0.728,0.36,0.86,0,0.0583,0.0242,0.09,0.612,0.962,0.46,2018
0.71,2,6,0.734,0.766,0.09,0.88,1,0.0383,0.025,0.0,0.108,0.6,0.53,2011
0.44,2,6,0.808,0.364,0.64,0.72,0,0.0753,0.0404,0.95,0.106,0.0484,0.44,2018
0.14,2,6,0.778,0.547,0.18,0.82,1,0.0489,0.346,0.0,0.132,0.441,0.4,2012
0.46,2,6,0.59,0.818,0.0,0.81,0,0.0513,0.0213,0.0,0.0809,0.171,0.5,2018
0.72,2,6,0.739,0.756,0.36,0.87,1,0.0394,0.0136,0.0,0.37,0.523,0.46,2012
0.61,2,6,0.727,0.76,0.73,0.87,1,0.0297,0.13,0.0,0.0584,0.54,0.44,2014
0.73,2,6,0.562,0.939,0.0,0.89,1,0.0475,0.046,0.0,0.112,0.684,0.48,2011
0.47,2,6,0.585,0.836,0.09,0.88,1,0.134,0.00991,0.0,0.0448,0.579,0.73,2008
0.01,2,6,0.709,0.737,0.09,0.84,1,0.0359,0.0434,0.74,0.0951,0.707,0.52,2018
0.77,2,6,0.865,0.521,0.0,0.83,1,0.0371,0.548,0.0,0.0989,0.748,0.54,2011
0.37,2,6,0.699,0.76,0.45,0.91,1,0.0677,0.00223,0.0,0.132,0.696,0.54,2008
0.26,2,6,0.696,0.921,0.0,0.9,1,0.0363,0.00314,0.0,0.0842,0.714,0.5,2009
0.53,2,6,0.726,0.697,0.36,0.84,1,0.0404,0.0997,0.01,0.0823,0.54,0.5,2015
0.25,2,6,0.392,0.838,0.18,0.87,1,0.0333,0.0151,0.85,0.0827,0.0465,0.57,2013
0.01,2,6,0.755,0.698,0.73,0.83,0,0.0483,0.0566,0.02,0.112,0.81,0.51,2015
0.31,2,6,0.734,0.654,0.55,0.81,1,0.0437,0.00535,0.0,0.0426,0.513,0.51,2015
0.45,2,6,0.616,0.903,0.82,0.97,1,0.0938,0.015,0.0,0.141,0.446,0.63,2015
0.18,2,6,0.677,0.696,0.36,0.9,0,0.173,0.00435,0.23,0.402,0.2,0.53,2015
0.38,2,6,0.509,0.733,0.09,0.85,1,0.0569,0.064,0.0,0.358,0.316,0.53,2015
0.56,2,6,0.608,0.722,0.82,0.86,0,0.107,0.00791,0.0,0.315,0.121,0.53,2015
0.52,2,6,0.706,0.804,0.09,0.86,0,0.0601,0.0125,0.0,0.332,0.211,0.42,2016
0.17,2,6,0.673,0.79,0.64,0.88,0,0.0893,0.037,0.0,0.0875,0.705,0.43,2015
0.54,2,6,0.599,0.722,0.09,0.89,1,0.0934,0.0256,0.0,0.0896,0.557,0.43,2015
0.59,2,6,0.509,0.897,0.73,0.9,0,0.0454,0.0861,0.0,0.0625,0.283,0.63,2016
0.01,2,6,0.728,0.738,0.27,0.89,0,0.0455,0.0505,0.0,0.104,0.458,0.43,2016
0.25,2,6,0.582,0.872,0.36,0.96,0,0.0462,0.0654,0.0,0.0436,0.196,0.44,2016
0.44,2,6,0.659,0.683,0.64,0.86,0,0.0488,0.00835,0.0,0.625,0.278,0.42,2016
0.32,2,6,0.684,0.858,0.0,0.89,0,0.132,0.00897,0.0,0.376,0.164,0.53,2014
0.37,2,6,0.693,0.918,1.0,0.84,1,0.0637,0.0259,0.19,0.514,0.153,0.53,2014
0.32,2,6,0.712,0.746,0.36,0.89,1,0.0927,0.00324,0.0,0.0655,0.394,0.53,2014
0.43,2,6,0.71,0.864,0.55,0.87,0,0.0757,0.00166,0.04,0.036,0.114,0.53,2013
0.38,2,6,0.512,0.986,0.18,0.91,0,0.0387,0.000678,0.0,0.0463,0.167,0.53,2015
0.64,2,6,0.606,0.72,0.45,0.84,0,0.0283,0.000151,0.0,0.0745,0.179,0.53,2014
0.48,2,6,0.637,0.736,0.18,0.85,0,0.0404,0.0123,0.14,0.0798,0.643,0.54,2012
0.01,2,6,0.591,0.924,0.45,0.88,0,0.0465,0.00231,0.0,0.391,0.274,0.54,2013
0.3,2,6,0.619,0.835,0.45,0.91,0,0.0272,0.00574,0.01,0.602,0.331,0.53,2014
0.07,2,6,0.582,0.498,0.64,0.77,0,0.0455,0.12,0.0,0.385,0.426,0.33,2015
0.48,2,6,0.775,0.476,0.09,0.78,1,0.0311,0.0123,0.0,0.156,0.423,0.5,2014
0.39,2,6,0.71,0.964,0.09,0.95,0,0.0502,0.0314,0.01,0.294,0.72,0.53,2016
0.52,2,6,0.656,0.752,0.36,0.86,1,0.0378,0.354,0.0,0.0707,0.477,0.53,2015
0.37,2,6,0.532,0.757,0.73,0.91,1,0.0545,0.229,0.0,0.187,0.638,0.53,2015
0.31,2,6,0.826,0.693,1.0,0.85,0,0.161,0.0307,0.27,0.0891,0.451,0.52,2009
0.55,2,6,0.598,0.836,0.09,0.93,1,0.0457,0.0324,0.0,0.0751,0.343,0.54,2014
0.39,2,6,0.813,0.592,0.27,0.81,1,0.0417,0.00332,0.0,0.125,0.606,0.48,2015
0.46,2,6,0.696,0.652,0.0,0.83,0,0.0461,0.00326,0.67,0.0894,0.13,0.53,2011
0.35,2,6,0.599,0.814,0.55,0.9,0,0.0829,0.118,0.01,0.194,0.665,0.61,2013
0.22,2,6,0.84,0.703,0.09,0.79,0,0.166,0.0125,0.0,0.0684,0.465,0.48,2016
0.3,2,6,0.631,0.773,0.91,0.88,0,0.0405,0.358,0.0,0.108,0.603,0.51,2016
0.35,2,6,0.719,0.799,0.91,0.88,1,0.0551,0.0186,0.0,0.29,0.266,0.53,2016
0.05,2,6,0.832,0.523,0.09,0.79,0,0.0992,0.00997,0.0,0.109,0.879,0.49,2016
0.47,2,6,0.736,0.471,0.55,0.79,0,0.07,0.589,0.0,0.138,0.395,0.42,2016
0.28,2,6,0.722,0.77,0.45,0.86,0,0.0361,0.0183,0.0,0.334,0.416,0.53,2016
0.36,2,6,0.551,0.874,1.0,0.88,0,0.0496,0.0427,0.0,0.396,0.421,0.53,2013
0.43,2,6,0.539,0.64,0.36,0.84,1,0.0464,0.24,0.0,0.491,0.378,0.53,2016
0.29,2,6,0.591,0.655,0.27,0.84,1,0.0731,0.0263,0.0,0.0572,0.226,0.53,2015
0.3,2,6,0.709,0.542,0.18,0.79,1,0.0381,0.184,0.0,0.0852,0.474,0.48,2016
0.02,2,6,0.617,0.803,0.18,0.86,1,0.155,0.0188,0.0,0.183,0.249,0.53,2016
0.2,2,6,0.545,0.784,0.45,0.86,0,0.0391,0.154,0.0,0.273,0.641,0.58,2016
0.51,2,6,0.775,0.559,0.73,0.85,1,0.0417,0.081,0.0,0.219,0.408,0.42,2016
0.02,2,6,0.704,0.627,0.09,0.83,1,0.0586,0.201,0.0,0.102,0.601,0.39,2016
0.09,2,6,0.608,0.648,0.09,0.86,1,0.036,0.0194,0.0,0.0897,0.114,0.51,2016
0.05,2,6,0.751,0.623,0.82,0.82,0,0.0939,0.209,0.0,0.168,0.383,0.39,2016
0.44,2,6,0.708,0.581,0.55,0.78,1,0.0557,0.323,0.02,0.0961,0.329,0.42,2016
0.54,2,6,0.764,0.809,0.91,0.89,1,0.111,0.125,0.0,0.0678,0.586,0.44,2016
0.43,2,6,0.711,0.8,0.0,0.85,1,0.0303,0.00158,0.05,0.314,0.43,0.52,2016
0.51,2,6,0.838,0.765,0.09,0.93,0,0.0462,0.0514,0.0,0.0297,0.905,0.42,2017
0.4,2,6,0.532,0.822,0.18,0.91,1,0.0432,0.0648,0.0,0.356,0.335,0.42,2017
0.49,2,6,0.672,0.763,0.18,0.89,0,0.0565,0.0728,0.0,0.135,0.318,0.58,2016
0.49,2,6,0.687,0.843,0.82,0.91,1,0.0312,0.208,0.0,0.0751,0.344,0.53,2016
0.5,2,6,0.642,0.864,0.64,0.9,1,0.0379,0.0455,0.0,0.081,0.564,0.52,2016
0.39,2,6,0.698,0.867,0.18,0.87,1,0.0404,0.0546,0.15,0.0744,0.468,0.53,2016
0.35,2,6,0.647,0.827,0.73,0.89,1,0.0519,0.0158,0.0,0.429,0.573,0.43,2017
0.44,2,6,0.543,0.601,0.73,0.8,1,0.0415,0.291,0.0,0.0695,0.486,0.51,2017
0.02,2,6,0.654,0.887,0.09,0.93,1,0.115,0.0588,0.0,0.0849,0.691,0.56,2016
0.44,2,6,0.669,0.844,0.09,0.9,0,0.122,0.222,0.0,0.219,0.266,0.53,2017
0.01,2,6,0.701,0.852,0.0,0.87,1,0.0339,0.423,0.0,0.202,0.433,0.44,2015
0.01,2,6,0.677,0.826,0.0,0.87,1,0.0474,0.0139,0.0,0.109,0.167,0.43,2016
0.25,2,6,0.534,0.749,0.55,0.86,0,0.0749,0.0776,0.0,0.0906,0.671,0.75,2016
0.38,2,6,0.595,0.841,0.73,0.89,1,0.0796,0.0322,0.0,0.0847,0.761,0.52,2016
0.23,2,6,0.616,0.863,0.09,0.85,0,0.0989,0.0667,0.0,0.784,0.131,0.44,2017
0.29,2,6,0.72,0.56,0.73,0.79,1,0.0527,0.00781,0.0,0.0744,0.324,0.43,2016
0.37,2,6,0.861,0.788,0.82,0.84,1,0.182,0.00678,0.03,0.0507,0.748,0.52,2016
0.42,2,6,0.705,0.585,0.18,0.83,1,0.0366,0.296,0.0,0.097,0.348,0.43,2017
0.05,2,6,0.529,0.765,0.73,0.88,1,0.0718,0.163,0.0,0.105,0.646,0.47,2017
0.63,2,6,0.692,0.896,0.09,0.89,1,0.0502,0.0121,0.0,0.199,0.798,0.56,2017
0.48,2,6,0.632,0.826,0.0,0.88,0,0.0486,0.027,0.0,0.0949,0.679,0.59,2017
0.51,2,6,0.705,0.674,1.0,0.8,0,0.04,0.0184,0.01,0.137,0.103,0.44,2015
0.38,2,6,0.352,0.668,0.73,0.85,0,0.39,0.418,0.0,0.402,0.536,0.33,2017
0.57,2,6,0.728,0.676,0.09,0.87,0,0.132,0.00692,0.0,0.101,0.307,0.42,2017
0.79,2,6,0.825,0.593,0.55,0.84,0,0.0988,0.688,0.0,0.17,0.54,0.41,2019
0.98,2,6,0.896,0.586,0.91,0.84,0,0.0559,0.104,0.0,0.79,0.642,0.49,2019
0.93,2,6,0.676,0.609,0.18,0.85,0,0.481,0.0706,0.0,0.152,0.508,0.59,2020
0.95,2,6,0.662,0.519,0.82,0.84,0,0.106,0.404,0.0,0.121,0.495,0.61,2020
0.3,2,6,0.482,0.667,0.27,0.88,1,0.0397,0.251,0.0,0.108,0.2,0.63,2020
0.98,2,6,0.803,0.715,0.18,0.91,1,0.298,0.295,0.0,0.0574,0.574,0.42,2019
0.99,2,6,0.621,0.601,0.55,0.86,0,0.148,0.0522,0.0,0.46,0.457,0.49,2019
0.98,2,6,0.513,0.796,0.09,0.89,1,0.0629,0.00147,0.0,0.0938,0.345,0.71,2019
0.97,2,6,0.794,0.793,1.0,0.88,0,0.0842,0.0125,0.0,0.0952,0.677,0.52,2019
0.48,2,6,0.794,0.64,0.0,0.85,1,0.0978,0.252,0.0,0.163,0.576,0.41,2019
0.97,2,6,0.784,0.43,0.91,0.79,0,0.0364,0.123,0.0,0.0887,0.236,0.53,2018
0.98,2,6,0.764,0.32,1.0,0.82,1,0.0546,0.837,0.0,0.0822,0.575,0.38,2019
0.47,2,6,0.579,0.757,0.91,0.81,1,0.0402,0.0186,0.0,0.115,0.142,0.5,2020
0.98,2,6,0.695,0.762,0.0,0.9,1,0.0395,0.192,0.0,0.0863,0.553,0.5,2019
0.97,2,6,0.704,0.225,0.55,0.67,0,0.0994,0.902,0.66,0.106,0.243,0.5,2019
0.29,2,6,0.722,0.527,0.64,0.83,0,0.127,0.157,0.0,0.182,0.364,0.5,2018
0.88,2,6,0.838,0.545,0.45,0.84,1,0.0706,0.208,0.0,0.103,0.631,0.48,2020
0.23,2,6,0.762,0.738,0.27,0.84,1,0.0311,0.454,0.0,0.0615,0.824,0.45,2019
0.85,2,6,0.488,0.343,0.36,0.79,1,0.0436,0.556,0.0,0.21,0.0978,0.43,2020
0.96,2,6,0.721,0.716,0.91,0.83,0,0.0657,0.0334,0.0,0.237,0.667,0.44,2019
0.88,2,6,0.759,0.548,0.82,0.85,0,0.029,0.0392,0.0,0.0828,0.749,0.49,2019
0.25,2,6,0.459,0.7,0.09,0.79,0,0.0305,0.00217,0.0,0.108,0.241,0.42,2019
0.94,2,6,0.501,0.405,0.09,0.86,1,0.0319,0.751,0.0,0.105,0.446,0.46,2019
0.88,2,6,0.676,0.771,0.73,0.9,1,0.0483,0.0237,0.0,0.102,0.569,0.41,2019
0.24,2,6,0.726,0.71,0.09,0.85,0,0.362,0.629,0.0,0.177,0.402,0.43,2019
0.94,2,6,0.724,0.491,0.73,0.85,1,0.0296,0.018,0.0,0.0887,0.383,0.44,2019
0.57,2,6,0.566,0.767,0.55,0.85,0,0.0817,0.106,0.0,0.0862,0.236,0.41,2019
0.95,2,6,0.701,0.425,0.64,0.75,1,0.375,0.328,0.13,0.1,0.562,0.56,2019
0.23,2,6,0.522,0.67,0.09,0.8,1,0.0965,0.507,0.0,0.179,0.469,0.67,2019
0.87,2,6,0.794,0.32,0.09,0.7,0,0.173,0.853,0.13,0.112,0.241,0.73,2020
0.94,2,6,0.778,0.559,0.55,0.83,0,0.0776,0.128,0.0,0.399,0.678,0.54,2019
0.52,2,6,0.798,0.664,0.73,0.89,0,0.03,0.46,0.0,0.157,0.314,0.46,2019
0.21,2,6,0.615,0.706,0.73,0.82,1,0.0429,0.091,0.01,0.0857,0.305,0.71,2019
0.93,2,6,0.769,0.787,1.0,0.89,1,0.367,0.189,0.0,0.129,0.836,0.53,2019
0.47,2,6,0.529,0.758,0.09,0.84,1,0.3,0.039,0.0,0.192,0.261,0.75,2019
0.93,2,6,0.886,0.672,0.09,0.88,1,0.188,0.0363,0.0,0.101,0.526,0.38,2019
0.9,2,6,0.883,0.668,0.82,0.91,1,0.113,0.11,0.0,0.0734,0.676,0.37,2019
0.26,2,6,0.508,0.682,0.91,0.86,1,0.0489,0.0217,0.0,0.343,0.309,0.53,2020
0.86,2,6,0.591,0.585,0.18,0.84,1,0.0277,0.143,0.0,0.109,0.324,0.46,2020
0.83,2,6,0.459,0.575,0.27,0.87,1,0.0573,0.604,0.0,0.0885,0.183,0.47,2019
0.25,2,6,0.498,0.334,0.27,0.61,1,0.188,0.477,0.0,0.142,0.0949,0.34,2019
0.94,2,6,0.88,0.751,0.64,0.89,0,0.0874,0.177,0.0,0.106,0.884,0.49,2019
0.5,2,6,0.557,0.416,1.0,0.75,1,0.0447,0.749,0.81,0.114,0.246,0.36,2019
0.86,2,6,0.548,0.816,0.0,0.89,1,0.0465,0.122,0.0,0.335,0.557,0.4,2019
0.27,2,6,0.458,0.758,0.18,0.83,1,0.0565,0.0258,0.0,0.102,0.112,0.43,2019
0.92,2,6,0.656,0.614,0.55,0.87,0,0.102,0.558,0.0,0.215,0.35,0.53,2019
0.9,2,6,0.736,0.369,0.82,0.77,0,0.0688,0.334,0.0,0.126,0.235,0.58,2019
